job_company,job_date,job_salary,job_title
緯創軟體股份有限公司,2019-04-18,月薪面議（經常性薪資四萬(含)以上）,R-.NET SD / PG
東南旅行社股份有限公司,2019-04-18,"月薪 32,000~65,000元",程式設計開發工程師(資訊本部)
"安群科技股份有限公司Angroup Technology Co., Ltd.",2019-04-18,"月薪 28,000~45,000元",系統網路服務專員
汎亞國際教育事業有限公司,2019-04-18,"月薪 50,000~60,000元",C#程式設計師
緯創軟體股份有限公司,2019-04-18,月薪面議（經常性薪資四萬(含)以上）,R-Java SD / PG
經絡動力醫學股份有限公司,2019-04-18,面議（經常性薪資4萬含以上）,軟體工程師
Megais_邁格數位有限公司,2019-04-18,面議（經常性薪資4萬含以上）,前端工程師
晏晟科技股份有限公司,2019-04-18,"月薪 30,000~60,000元",軟體工程師
律碁科技股份有限公司,2019-04-18,"月薪 28,000~34,000元",軟體系統維護人員
斯其大科技股份有限公司,2019-04-18,"月薪 30,000~50,000元",軟體工程師
碩華資產股份有限公司,2019-04-17,"月薪 35,000~45,000元",網頁前端工程師（初階）
亞太電信股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,(台大校園徵才)【資訊軟體專業】SAP FI/CO Consultant／SAP工程師/ERP工程師
亞太電信股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,(台大校園徵才)【資訊專業】資訊系統專案開發暨維運工程師
中華系統整合股份有限公司,2019-04-17,"月薪 35,000~60,000元",軟體工程師
倫發科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Native Android 工程師
倫發科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Native iOS 工程師
日商艾鳴網路遊戲股份有限公司,2019-04-17,"月薪 29,000~45,000元",5加2-電腦圖形技術軟體工程師(Computer Graphics Programmer)
日商艾鳴網路遊戲股份有限公司,2019-04-17,"月薪 29,000~45,000元",5加2-網路技術軟體工程師(Network Programmer)
日商艾鳴網路遊戲股份有限公司,2019-04-17,"月薪 29,000~45,000元",5加2-網站開發工程師 Web Programmer
日商艾鳴網路遊戲股份有限公司,2019-04-17,"月薪 29,000~45,000元",5加2-軟體工程師( Programmer )
日商艾鳴網路遊戲股份有限公司,2019-04-17,"月薪 26,000~45,000元",5加2-手機遊戲營運企劃 Mobile Game Planner
日商艾鳴網路遊戲股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2-技術美術(Technical Artist)
倫發科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,技術副理
博威顧問服務股份有限公司,2019-04-17,"月薪 30,000~60,000元",系統工程師(台北)
叡揚資訊股份有限公司,2019-04-17,"月薪 33,000~50,000元",5加2_程式設計師
叡揚資訊股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_進階對話機器人軟體設計師
叡揚資訊股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_Big Data程式分析師
叡揚資訊股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_資安工程師
叡揚資訊股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_JAVA/AI開發工程師
神通資訊科技股份有限公司,2019-04-17,"月薪 30,000~50,000元",T11_AI資料工程師
思凱睿克有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_資深軟體工程師 (C++/RTSP)
神通資訊科技股份有限公司,2019-04-17,"月薪 30,000~50,000元",T09_程式設計師
思凱睿克有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_軟體測試經理
思凱睿克有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_前端工程師 (vue.js/node.js)
神通資訊科技股份有限公司,2019-04-17,"月薪 40,000~60,000元",T08_資深程式設計師
思凱睿克有限公司,2019-04-17,面議（經常性薪資4萬含以上）,5加2_Pytho軟體工程師
神通資訊科技股份有限公司,2019-04-17,"月薪 30,000~50,000元",T07_系統分析師
中租迪和股份有限公司,2019-04-17,"月薪 30,000~70,000元",【中租超力士】.Net MVC 程式設計師
遠傳電信股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,T3711 測試工程師
遠傳電信股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,T3711 後端技術副理
遠傳電信股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,T3711 後端工程師
I/O Controls Corporation,2019-04-17,面議（經常性薪資4萬含以上）,Software Engineer
和碩聯合科技股份有限公司,2019-04-17,"月薪 30,000~50,000元",BIOS 韌體研發工程師_8277
和碩聯合科技股份有限公司,2019-04-17,"月薪 30,000~50,000元",軟體開發工程師_8274
棣南股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,前端工程師
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,LCD/LCM模組業 韌體研發工程師(觸控韌體)-SGD(台北)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,【108年度研發替代役】機器視覺應用工程師(測試) -視覺事業處(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,【108年度研發替代役】機器視覺應用工程師(FAE) -視覺事業處(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,AI軟體工程師-視覺事業處(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,AOI軟體工程師-物聯網(IBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,機器視覺軟體工程師(C++/C#) -視覺事業處(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,ROS 軟體工程師-視覺事業處(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,WPF軟體工程師-機器視覺事業部(VBU)
所羅門股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,機器視覺軟體應用工程師 -視覺事業處(VBU)
龍鼎有限公司,2019-04-17,面議（經常性薪資4萬含以上）,HTML5前端APP開發工程師
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Software Engineer - Network and Application Security
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,System platform engineer
英屬維京群島商明亞股份有限公司,2019-04-17,"月薪 60,000~80,000元",Unity工程師
緯創軟體股份有限公司,2019-04-17,"月薪 30,000~60,000元",U-Algorithm Developer
藝家科技股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,資深後端工程師
藝家科技股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,測試工程師
藝家科技股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,資深測試工程師
藝家科技股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,DevOps Engineer
可樂旅遊_康福旅行社股份有限公司,2019-04-17,"月薪 37,000~42,000元",Android APP工程師(內湖)
可樂旅遊_康福旅行社股份有限公司,2019-04-17,"月薪 37,000~42,000元",IOS APP工程師(內湖)
麥森創新股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,類比IC設計高級工程師 (Senior Analog Design Engineer)
鼎漢國際工程顧問股份有限公司,2019-04-17,"月薪 35,000~60,000元",後端工程師
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Software Engineer -DDoS Security (TPS)
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Web Application Developer - Full-Stack / Back End
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Web Application Developer - Front End
睿科網路科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,Software Engineer - Application Delivery (ADC) L4/7
百阜科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,DevOps 工程師
百阜科技有限公司,2019-04-17,"月薪 80,000~150,000元",Senior Frontend Engineer
百阜科技有限公司,2019-04-17,"月薪 50,000~150,000元",【前端工程師】薪優福利佳~❤
百阜科技有限公司,2019-04-17,面議（經常性薪資4萬含以上）,【薪優/福利佳】資深前端工程師
百阜科技有限公司,2019-04-17,"月薪 50,000~150,000元",APP【前端工程師】
精誠資訊股份有限公司,2019-04-17,面議（經常性薪資4萬含以上）,資安技術顧問-E10B
